game|faction_type|faction_id|faction_name|category|name|type|legend|description|,,,,,,,,,,,,,,,,,,,,,,,,
Matched Play|Imperium|QI|Imperial Knights|Shadow Operations|FOR THE DARK GODS|End Game Objective|Offer up this ruined, blood-caked battlefield to the Gods of Chaos, brand the world itself with their runes and from this cursed ground call forth the power of the warp.|If you select this objective," keep a For the Dark Gods tally; add 1 to that tally each time a unit from your army dedicates a table quarter to a Chaos God (see below) by performing the following <a href=""/wh40k9ed/the-rules/core-rules/#Actions"">action</a>:<br><br><b>For the Dark Gods (Action):</b> One <span class=""tooltip01508"" data-tooltip-content=""#tooltip_content01508"" data-tooltip-anchor=""#tooltip_content01508""><span class=""kwb"">TRAITORIS</span> <span class=""kwb"">ASTARTES</span> <span class=""kwb"">INFANTRY</span></span> or <span class=""tooltip01509"" data-tooltip-content=""#tooltip_content01509"" data-tooltip-anchor=""#tooltip_content01509""><span class=""kwb"">TRAITORIS</span> <span class=""kwb"">ASTARTES</span> <span class=""kwb"">BIKER</span></span> unit from your army can start to <a href=""/wh40k9ed/the-rules/core-rules/#Performing-Actions"">perform this action</a> at the end of your <a href=""/wh40k9ed/the-rules/core-rules/#MOVEMENT-PHASE"">Movement phase</a> if it is <a href=""/wh40k9ed/the-rules/core-rules/#Within-and-Wholly-Within"">wholly within</a> a table quarter that has not been dedicated to a Chaos God by your army (see below) and it is within 3"" of the centre of that table quarter. If the unit performing this action had the <a href=""/wh40k9ed/the-rules/core-rules/#Objective-Secured"">Objective Secured</a> ability when it started performing this action", the action is completed at the end of your turn; otherwise," the action is completed at the start of your next <a href=""/wh40k9ed/the-rules/core-rules/#COMMAND-PHASE"">Command phase</a>. In either case"," the action is only completed if the unit performing it is still within 3"" of the centre of the same table quarter. If completed", select either Khorne, Tzeentch," Nurgle or Slaanesh to dedicate that table quarter to. If this action is completed by a <span class=""kwb"">KHORNE</span>"," <span class=""kwb"">TZEENTCH</span>"," <span class=""kwb"">NURGLE</span> or <span class=""kwb"">SLAANESH</span> unit"," that unit can only dedicate that table quarter to their patron deity (e.g. a <span class=""kwb"">KHORNE</span> unit can only dedicate a table quarter to Khorne). That table quarter is said to have been dedicated to that Chaos God by your army. The same table quarter cannot be dedicated to more than one Chaos God by your army.<br><br>If a table quarter has been dedicated to a Chaos God by your army"," then while a <span class=""kwb"">TRAITORIS</span> <span class=""kwb"">ASTARTES</span> unit from your army is wholly within that table quarter", add 2 to the Leadership characteristic of models in that unit," unless that Chaos God is not their patron deity (e.g. if a table quarter is dedicated to <span class=""kwb"">KHORNE</span>"," then <span class=""kwb"">TZEENTCH</span>"," <span class=""kwb"">NURGLE</span> and <span class=""kwb"">SLAANESH</span> units from your army do not receive this bonus).<br><br>At the end of the battle", score 2 victory points if your For the Dark Gods tally is 1; score 5 victory points if that tally is 2; score 9 victory points if that tally is 3; score 14 victory points if that tally is 4.|,,,,,,
Matched Play|Imperium|QI|Imperial Knights|Purge the Enemy|RISE TO GLORY|Progressive Objective|If the deeds of their champions are worthy enough, it is said the gaze of the Dark Gods will be drawn to the battlefield and the actions of their mortal vassals greatly rewarded.|If you select this objective, at the end of each battle round," score 2 victory points for each <a href=""/wh40k9ed/the-rules/core-rules/#Characters""><span class=""kwb"">CHARACTER</span></a>"," <span class=""kwb"">MONSTER</span> or <span class=""kwb"">VEHICLE</span> model destroyed during that battle round by a melee attack made by a <span class=""tooltip01514"" data-tooltip-content=""#tooltip_content01514"" data-tooltip-anchor=""#tooltip_content01514""><span class=""kwb"">TRAITORIS</span> <span class=""kwb"">ASTARTES</span> <span class=""kwb"">CHARACTER</span></span> model from your army. If such a destroyed model had a Wounds characteristic of 10-19", score 1 additional victory point for destroying that model," or 2 additional victory points for destroying that model if it had the <span class=""kwb"">TITANIC</span> keyword or was the enemy <a href=""/wh40k9ed/the-rules/core-rules/#The-Warlord""><span class=""kwb"">WARLORD</span></a>. You cannot score more than 5 victory points per battle round from this secondary objective.<br><br>In addition"," each time a <span class=""kwb"">CHARACTER</span>"," <span class=""kwb"">MONSTER</span> or <span class=""kwb"">VEHICLE</span> model is destroyed by a melee attack made by a <span class=""kwb"">TRAITORIS</span> <span class=""kwb"">ASTARTES</span> <span class=""kwb"">CHARACTER</span> model from your army", roll 2D6. If the result is less than the Wounds characteristic of the destroyed model," you gain 1 <a href=""/wh40k9ed/the-rules/core-rules/#Command-Points"">Command point</a> at the end of the phase.|",,,,,,,,,,,,,,
Matched Play|Imperium|QI|Imperial Knights|No Mercy, No Respite|THE LONG WAR|Progressive Objective|Chaos Space Marines have been razing cities and conquering worlds across the galaxy for millennia," in their Long War against the False Emperor. This battle is but the latest to test their skills.|At the end of your turn:<br><ul><li>Score 1 victory point for each enemy unit that was destroyed by a <span class=""tooltip01036"" data-tooltip-content=""#tooltip_content01036"" data-tooltip-anchor=""#tooltip_content01036""><span class=""kwb"">TRAITORIS</span> <span class=""kwb"">ASTARTES</span></span> unit from your army this turn and was in range of an <a href=""/wh40k9ed/the-rules/core-rules/#Objective-Markers"">objective marker</a> at the start of this turn.</li><li>Score 2 victory points if you control any objective markers that were controlled by your opponent at the start of this turn and a <span class=""kwb"">TRAITORIS</span> <span class=""kwb"">ASTARTES</span> unit from your army is in range of any of those objective markers.</li></ul>You cannot score more than 3 victory points from this secondary objective per turn.|",,,,,,,,,,,,,,,,,,,,,,
Matched Play|Imperium|QI|Imperial Knights|No Mercy, No Respite|HONOUR OF THE HOUSE|Progressive Objective|Duty. Honour. Fealty. Upholding the tenets of the Code Chivalric is more important than breath to a Knight.|If you select this objective, at the end of each battle round," if you have 6 <span class=""tooltip00589"" data-tooltip-content=""#tooltip_content00589""><span class=""tt kwbu"">Honour</span> <span class=""tt kwbu"">points</span></span> or if you have more Honour Points than you did at the start of the battle round"," gain 2 victory points.<br><br>At the end of the battle:<br><ul><li>If your army is <span class=""tooltip00589"" data-tooltip-content=""#tooltip_content00589""><span class=""tt kwbu"">Virtuous</span></span>"," gain 3 additional victory points.</li><li>If your army is <span class=""tooltip00589"" data-tooltip-content=""#tooltip_content00589""><span class=""tt kwbu"">Honoured</span></span>"," gain 2 additional victory points.</li><li>If your army is <span class=""tooltip00589"" data-tooltip-content=""#tooltip_content00589""><span class=""tt kwbu"">Dishonoured</span></span>", reduce the number of victory points you have earned from this secondary objective by 3 (to a minimum of 0).</li></ul>|,,,,,,,,,,,,,,,,,
Matched Play|Imperium|QI|Imperial Knights|Battlefield Supremacy|YIELD NO GROUND|Progressive Objective|The time has come to plant your adamantine feet and make a stand against the enemy. Take not one step back!|If you select this objective, at the end of your turn," you score victory points as follows (for a maximum of 5 victory points):<br><ul><li>Score 2 victory points if you control half or more of the total number of <a href=""/wh40k9ed/the-rules/core-rules/#Objective-Markers"">objective markers</a> on the battlefield"," and one or more <span class=""tooltip00588"" data-tooltip-content=""#tooltip_content00588"" data-tooltip-anchor=""#tooltip_content00588""><span class=""kwb"">IMPERIAL</span> <span class=""kwb"">KNIGHTS</span></span> models from your army are within range of each of those objective markers.</li><li>Score 2 victory points if no enemy units (excluding <a href=""/wh40k9ed/the-rules/core-rules/#Aircraft""><span class=""kwb"">AIRCRAFT</span></a> units) are <a href=""/wh40k9ed/the-rules/core-rules/#Within-and-Wholly-Within"">wholly within</a> your deployment zone.</li><li>Score 1 victory point so long as no <span class=""kwb"">IMPERIAL</span> <span class=""kwb"">KNIGHTS</span> units from your army ended that turn closer to your battlefield edge than they started the turn"," and no <span class=""kwb"">IMPERIAL</span> <span class=""kwb"">KNIGHTS</span> units from your army <a href=""/wh40k9ed/the-rules/core-rules/#Fall-Back"">Fell Back</a> during that turn.</li></ul>This secondary objective cannot be scored in the first battle round.|",,,,,,,,,,,,,,,,,,,,
Matched Play|Imperium|QI|Imperial Knights|Shadow Operations|RENEW THE OATHS|Progressive Objective|In ages past, the household fought upon this very battlefield and only through a noble sacrifice was victory assured. As part of their trials, a Knight is expected to perform a pilgrimage to this hallowed site, and pay their respects by recounting their chivalric deeds and renewing their oaths of loyalty. Only then, can honour and tradition be satisfied.|If you select this objective," then <span class=""tooltip00588"" data-tooltip-content=""#tooltip_content00588"" data-tooltip-anchor=""#tooltip_content00588""><span class=""kwb"">IMPERIAL</span> <span class=""kwb"">KNIGHTS</span></span> units from your army can attempt the following <a href=""/wh40k9ed/the-rules/core-rules/#Actions"">action</a>:<br><br><b>Renew the Oaths (Action):</b> One <span class=""kwb"">IMPERIAL</span> <span class=""kwb"">KNIGHTS</span> model from your army can start to <a href=""/wh40k9ed/the-rules/core-rules/#Performing-Actions"">perform this action</a> at the end of your <a href=""/wh40k9ed/the-rules/core-rules/#MOVEMENT-PHASE"">Movement phase</a> if it is within 6"" of the centre of the battlefield. This action is completed at the end of your turn provided the unit attempting it is still within 6"" of the centre of the battlefield.<br><br>Each time a unit from your army completes this action:<br><ul><li>You score 3 victory points if the action was completed by a non-<span class=""kwb"">TITANIC</span> model.</li><li>You score 4 victory points if the action was completed by a <span class=""kwb"">TITANIC</span> model.</li><li>You score 1 additional victory point if the action was completed by a <span class=""kwb"">CHARACTER</span> model.</li><li>You must roll one D6: on a 4+"," you gain 1 <span class=""tooltip00589"" data-tooltip-content=""#tooltip_content00589""><span class=""tt kwbu"">Honour</span> <span class=""tt kwbu"">point</span></span>.</li></ul>|",,,,,,,,,,,,,,,,,,
Matched Play|Xenos|LoV|Leagues of Votann|Battlefield Supremacy|LAY CLAIM|End Game Objective|Having identified rare and valuable resources amidst the ruin of battle, the Kin move swiftly to secure them against the foe.|If you selected this secondary objective," then during the <a href=""/wh40k9ed/the-rules/war-zone-nephilim-grand-tournament/#13.-Resolve-Pre-battle-Abilities"">Resolve Pre-battle Abilities</a> step"," your opponent must set up 3 <a href=""/wh40k9ed/the-rules/core-rules/#Objective-Markers"">objective markers</a> anywhere on the ground level of the battlefield that is not within 6"" of their own deployment zone or any battlefield edge"," and not within 9"" of each other. They cannot be set up on <a href=""/wh40k9ed/the-rules/core-rules/#Terrain-Features"">terrain features</a> with the <a href=""/wh40k9ed/the-rules/core-rules/#Unstable-Position"">Unstable Position</a> terrain trait. If it is impossible to set up an objective marker", it is not set up. Each represents Precious Resources, but does not count as an objective marker for any rules purposes other than for this secondary objective. At the end of the battle, you score 5 victory points for each of your Precious Resources objective markers that you control.|,,,,,,,,,,,,,,,,,
Matched Play|Xenos|LoV|Leagues of Votann|No Mercy, No Respite|THE ANCESTORS ARE WATCHING|Progressive Objective|The Kin prioritise the destruction of those foes judged wanting by the Ancestors, the better to live up to those ancients' expectations.|At the end of each phase," score 2 victory points if one of more enemy units that had 1 or more <span class=""tooltip00811"" data-tooltip-content=""#tooltip_content00811""><span class=""tt kwbu"">Judgement</span> <span class=""tt kwbu"">tokens</span></span> was destroyed by a <span class=""tooltip00808"" data-tooltip-content=""#tooltip_content00808"" data-tooltip-anchor=""#tooltip_content00808""><span class=""kwb"">VOTANN</span></span> unit from your army during that phase. Score an additional 1 victory point for each of those enemy units that had 3 or more Judgement tokens when it was destroyed. At the end of the battle"," reduce the number of victory points you have earned from this secondary objective by 1 (to a minimum of 0) for each unit that is on the battlefield (or that is <a href=""/wh40k9ed/the-rules/core-rules/#Embark"">embarked</a> on a <span class=""tooltip00809"" data-tooltip-content=""#tooltip_content00809"" data-tooltip-anchor=""#tooltip_content00809""><span class=""kwb"">TRANSPORT</span></span> that is itself on the battlefield) that - has 1 or more Judgement tokens.|",,,,,,,,,,,,,,,,,,,,
Matched Play|Xenos|LoV|Leagues of Votann|Purge the Enemy|GRUDGE MATCH|End Game Objective|On occasion, the Kin develop such a Grudge that the elimination of certain enemies becomes all-consuming whether it is efficient to pursue such vendettas or not.|If you select this objective, then before the battle, you must identify five units from your opponent’s army," one of which must be the enemy’s <a href=""/wh40k9ed/the-rules/core-rules/#The-Warlord""><span class=""kwb"">WARLORD</span></a>"," and make a note of them on your <a href=""/wh40k9ed/the-rules/core-rules/#Battle-forged-Army-Roster"">army roster</a>. If your opponent’s army has five or fewer units", then you instead identify all the units in your opponent’s army.<br><br>At the end of the battle," for each of the identified units that was destroyed by a <span class=""tooltip00808"" data-tooltip-content=""#tooltip_content00808"" data-tooltip-anchor=""#tooltip_content00808""><span class=""kwb"">VOTANN</span></span> unit from your army", you score 1 victory point. If that unit had a points cost of 150 or more, you score 1 additional victory point, and/or if that unit was destroyed by a melee attack," you score 1 additional victory point (for a maximum of 3 victory points per unit). A unit’s <a href=""/wh40k9ed/the-rules/core-rules/#Points-Values"">points value</a> includes the points of all weapons", other wargear and upgrades it has.<br><br>At the end of the battle, reduce the number of victory points you have earned from this secondary objective by 1 (to a minimum of 0) for each of the identified units that has not been destroyed. If a unit splits into several smaller units during a battle," all of those separate units (excluding <span class=""tooltip00835"" data-tooltip-content=""#tooltip_content00835"" data-tooltip-anchor=""#tooltip_content00835""><span class=""kwb"">DRONE</span></span> units) must be destroyed at the end of the battle for the unit to be counted as being destroyed for the purposes of this objective.|",,,,,,,,,,
Matched Play|Xenos|LoV|Leagues of Votann|Shadow Operations|PROSPECTS OF WEALTH|Progressive and End Game Objective|The Kindreds of the Leagues of Votann are ever on the hunt for new sources of material wealth to strengthen their society.|If you select this objective," then <span class=""tooltip01674"" data-tooltip-content=""#tooltip_content01674"" data-tooltip-anchor=""#tooltip_content01674""><span class=""kwb"">VOTANN</span> <span class=""kwb"">INFANTRY</span></span> and <span class=""tooltip01675"" data-tooltip-content=""#tooltip_content01675"" data-tooltip-anchor=""#tooltip_content01675""><span class=""kwb"">VOTANN</span> <span class=""kwb"">BIKER</span></span> units from your army can attempt the following <a href=""/wh40k9ed/the-rules/core-rules/#Actions"">action</a>:<br><br><b>Prospect (Action):</b> One <span class=""kwb"">VOTANN</span> <span class=""kwb"">INFANTRY</span> or <span class=""kwb"">VOTANN</span> <span class=""kwb"">BIKER</span> unit from your army can start to <a href=""/wh40k9ed/the-rules/core-rules/#Performing-Actions"">perform this action</a> at the end of your <a href=""/wh40k9ed/the-rules/core-rules/#MOVEMENT-PHASE"">Movement phase</a> if it is in range of an <a href=""/wh40k9ed/the-rules/core-rules/#Objective-Markers"">objective marker</a> that is not within your deployment zone and has not already been prospected by your army. A unit cannot start this action while there are any enemy units (excluding <a href=""/wh40k9ed/the-rules/core-rules/#Aircraft""><span class=""kwb"">AIRCRAFT</span></a> units) in range of the same objective marker. The action is completed at the end of the turn. If completed", that objective marker is said to have been prospected by your army and you must roll one D6," adding 1 to the result if the unit that completed the action has the <span class=""tooltip00856"" data-tooltip-content=""#tooltip_content00856"" data-tooltip-anchor=""#tooltip_content00856""><span class=""kwb"">SCANNER</span></span> keyword: on a 6+", that objective marker is a Rich Deposits objective marker.<br><br>Each time a unit from your army completes this action, you score 3 victory points. At the end of the battle, if you control one or more Rich Deposits markers, you score an additional 3 victory points.|,,,,,,,,,,,,,,,,,
Matched Play|Xenos|NEC|Necrons|No Mercy, No Respite|CODE OF COMBAT|End Game Objective|Though the Necron nobility view even the mightiest of their foes as little more than barbarous beasts," still many seek to uphold the Triarchal codes by affording their enemies an honourable death.|Score 3 victory points at the end of the battle for each enemy unit that was destroyed by a <span class=""tooltip02053"" data-tooltip-content=""#tooltip_content02053"" data-tooltip-anchor=""#tooltip_content02053""><span class=""kwb"">NECRONS</span> <span class=""kwb"">NOBLE</span></span> unit from your army.|",,,,,,,,,,,,,,,,,,,,,,
"Matched Play|Xenos|NEC|Necrons|Battlefield Supremacy|PURGE THE VERMIN|Progressive Objective|This territory is infested by the contemptible vermin of the lesser races. They must be driven wholesale from the Necrons’ rightful lands in order for reclamation to commence.|Score 2 victory points at the end of your turn for each table quarter that does not have any enemy units (excluding <a href=""/wh40k9ed/the-rules/core-rules/#Aircraft""><span class=""kwb"">AIRCRAFT</span></a> units) wholly within it. This objective cannot be scored in the first battle round.|",,,,,,,,,,,,,,,,,,,,,,,,
Matched Play|Xenos|NEC|Necrons|Battlefield Supremacy|THE TREASURES OF AEONS|Progressive Objective|The foe have looted ancient Necron riches that do not belong to them. These must be reclaimed at all costs.|If you selected this secondary objective, then after both sides have finished deploying," your opponent selects 3 <a href=""/wh40k9ed/the-rules/core-rules/#Objective-Markers"">objective markers</a> on the battlefield. Score a number of victory points at the end of your turn if you control one or more of those objective markers"," as shown in the table below:<br><br><div class=""BreakInsideAvoid""  style=""""""><table width=""0"" border=""0"" bordercolor=""#888"" cellpadding=""4"" cellspacing=""0"" style=""border-collapse:collapse;border-width:0px""><tbody><tr><td><table class="" customTable tablefont"" border=""1"" bordercolor=""#888"" cellpadding=""4"" style=""border-collapse:collapse;border-color:#888888;border-width:0px""><tbody><tr><td style=""border-width:1px 0 1px 1px;background-color:var(--header-bg);text-align:center;vertical-align:middle;font-size:22px;width:320px;height:0px;""><b>NUMBER OF SELECTED OBJECTIVE MARKERS YOU CONTROL</b></td><td style=""border-width:1px 1px 1px 0;background-color:var(--header-bg);text-align:center;vertical-align:middle;font-size:22px;width:200px;height:0px;""><b>VICTORY POINTS SCORED</b></td></tr><tr><td style=""border-width:0 0 0 1px;text-align:center;vertical-align:middle;font-size:18px;width:320px;height:0px;"">1</td><td style=""border-width:0 1px 0 0;text-align:center;vertical-align:middle;font-size:18px;width:200px;height:0px;"">2</td></tr><tr><td style=""border-width:0 0 0 1px;background-color:var(--row-bg);text-align:center;vertical-align:middle;font-size:18px;width:320px;height:0px;"">2</td><td style=""border-width:0 1px 0 0;background-color:var(--row-bg);text-align:center;vertical-align:middle;font-size:18px;width:200px;height:0px;"">3</td></tr><tr><td style=""border-width:0 0 1px 1px;text-align:center;vertical-align:middle;font-size:18px;width:320px;height:0px;"">3</td><td style=""border-width:0 1px 1px 0;text-align:center;vertical-align:middle;font-size:18px;width:200px;height:0px;"">5</td></tr></tbody></table></td></tr></tbody></table></div>|",,,,,,,,,,,,,,,,,,,,,
Matched Play|Xenos|NEC|Necrons|Shadow Operations|ANCIENT MACHINERIES|Progressive Objective|Countless worlds across the galaxy harbour quiescent Necron technology, buried beneath the surface or mistaken for mere xenoarchaeological ruins. As the Necron conquest of the galaxy gathers pace, so they seek to rouse these strange engines to wakefulness and - in so doing - reclaim the worlds upon which they languish.|If you selected this secondary objective, then after both sides have finished deploying, starting with your opponent," the players alternate selecting <a href=""/wh40k9ed/the-rules/core-rules/#Objective-Markers"">objective markers</a> that are not within any player’s deployment zone to be Ancient Machinery objective markers", until three objective markers have been selected (if there are only one or two such objective markers," then only those objective markers are Ancient Machinery objective markers).<br><br><span class=""tooltip00934"" data-tooltip-content=""#tooltip_content00934"" data-tooltip-anchor=""#tooltip_content00934""><span class=""kwb"">NECRONS</span> <span class=""kwb"">CORE</span></span> or <span class=""tooltip02054"" data-tooltip-content=""#tooltip_content02054"" data-tooltip-anchor=""#tooltip_content02054""><span class=""kwb"">NECRONS</span> <span class=""kwb"">CANOPTEK</span></span> units from your army can attempt the following <a href=""/wh40k9ed/the-rules/core-rules/#Actions"">action</a>:<br><br><b>Awaken Ancient Machinery (Action)</b>: At the end of your <a href=""/wh40k9ed/the-rules/core-rules/#MOVEMENT-PHASE"">Movement phase</a>"," one or more <span class=""kwb"">NECRONS</span> <span class=""kwb"">CORE</span> or <span class=""kwb"">NECRONS</span> <span class=""kwb"">CANOPTEK</span> units from your army can start to <a href=""/wh40k9ed/the-rules/core-rules/#Performing-Actions"">perform this action</a>. Each unit from your army that starts to perform this action must be in range of a different Ancient Machinery objective marker. A unit cannot start this action while there are any enemy units (excluding <a href=""/wh40k9ed/the-rules/core-rules/#Aircraft""><span class=""kwb"">AIRCRAFT</span></a>) in range of the same objective marker. The action is completed at the end of your next <a href=""/wh40k9ed/the-rules/core-rules/#COMMAND-PHASE"">Command phase</a>", provided the unit attempting that action is still within range of that Ancient Machinery objective marker.<br><br>Score 3 victory points each time a unit from your army completes the Awaken Ancient Machinery action.|,,,,,,,,,,,,,,,
Matched Play|Xenos|ORK|Orks|No Mercy, No Respite|STOMP ’EM GOOD|Progressive Objective|Orks love crushing enemies with powered claws or mighty choppas.|If you select this secondary objective," you can score victory points for the following:<br><ul><li>Score 3 victory points at the end of each battle round if the number of enemy units destroyed by melee attacks made by <span class=""kwb"">ORKS</span> units from your army is more than the number of friendly non-<span class=""kwb"">GRETCHIN</span> units that were destroyed by melee attacks during this battle round.</li><li>Score 1 additional victory point at the end of each battle round if the number of enemy units destroyed by melee attacks made by <span class=""kwb"">ORKS</span> units from your army is at least 2 and double or more than the number of friendly non-<span class=""kwb"">GRETCHIN</span> units that were destroyed by melee attacks during this battle round.</li></ul>|",,,,,,,,,,,,,,,,,,,,,,
Matched Play|Xenos|ORK|Orks|Shadow Operations|GET DA GOOD BITZ|Progressive Objective|Cogitator banks and other priceless prizes make fine loot to sell.|If you selected this secondary objective, then after both sides have finished deploying, starting with your opponent," the players alternate selecting <a href=""/wh40k9ed/the-rules/core-rules/#Objective-Markers"">objective markers</a> that are not within any player’s deployment zone to be Good Bitz objective markers", until 3 objective markers have been selected (if there is only one such objective marker," then only that objective marker is a Good Bitz objective marker).<br><br><span class=""tooltip00876"" data-tooltip-content=""#tooltip_content00876"" data-tooltip-anchor=""#tooltip_content00876""><span class=""kwb"">ORKS</span> <span class=""kwb"">CORE</span></span> units from your army can attempt the following <a href=""/wh40k9ed/the-rules/core-rules/#Actions"">action</a>:<br><br><b>Get da Good Bitz (Action):</b> At the end of your <a href=""/wh40k9ed/the-rules/core-rules/#MOVEMENT-PHASE"">Movement phase</a>"," one or more <span class=""kwb"">ORKS</span> <span class=""kwb"">CORE</span> units from your army can start to <a href=""/wh40k9ed/the-rules/core-rules/#Performing-Actions"">perform this action</a>. Each unit from your army that starts to perform this action must be in range of a different Good Bitz objective marker. A unit cannot start this action while there are any enemy units (excluding <a href=""/wh40k9ed/the-rules/core-rules/#Aircraft""><span class=""kwb"">AIRCRAFT</span></a>) in range of the same objective marker. The action is completed at the end of your next <a href=""/wh40k9ed/the-rules/core-rules/#COMMAND-PHASE"">Command phase</a>", provided the unit attempting that action is still within range of that Good Bitz objective marker.<br><br>Score 3 victory points each time a unit from your army completes the Get da Good Bitz action.|,,,,,,,,,,,,,,,,,
Matched Play|Xenos|ORK|Orks|Purge the Enemy|DA BIGGEST AND DA BEST|Progressive Objective|Orkish leaders set an example to all the ladz beneath them by blasting, smashing, biting and crushing any enemy that is unfortunate enough to cross their path.|If you select this secondary objective," you score 3 victory points at the end of each battle round for each of the following achieved by your <span class=""kwb"">ORKS</span> <a href=""/wh40k9ed/the-rules/core-rules/#The-Warlord""><span class=""kwb"">WARLORD</span></a>"," for a maximum of 5 victory points:<br><ul><li>An enemy <span class=""kwb"">MONSTER</span> or <span class=""kwb"">VEHICLE</span> unit is destroyed as the result of a melee attack made by this <span class=""kwb"">WARLORD</span>.</li><li>An enemy <a href=""/wh40k9ed/the-rules/core-rules/#Characters""><span class=""kwb"">CHARACTER</span></a> is destroyed as the result of a melee attack made by this <span class=""kwb"">WARLORD</span>.</li><li>5 or more enemy models were destroyed as the result of attacks made by this <span class=""kwb"">WARLORD</span>.</li></ul>|",,,,,,,,,,,,,,,,,,,,
Matched Play|Xenos|ORK|Orks|Battlefield Supremacy|GREEN TIDE|Progressive Objective|Orks are known to swarm the battlefield in great waves. To their foes, it can seem as though their hordes stretch over the horizon.|At the start of the battle," divide the battlefield into four even quarters. Score 3 victory points at the end of the battle round if two or more battlefield quarters each have an <span class=""kwb"">ORKS</span> unit from your army that contains 11 or more models wholly within them. Score 5 victory points at the end of the battle round instead if all four battlefield quarters each have an <span class=""kwb"">ORKS</span> unit from your army that contains 11 or more models wholly within them.|",,,,,,,,,,,,,,,,,,,,,,
Matched Play|Imperium|SM|Space Marines|Purge the Enemy|CODEX WARFARE|End Game Objective|The Codex Astartes has proven its worth as a superb treatise on warfare over countless battlefields, and has remained so even after ten thousand years. Many Space Marines hold its teachings in awe, following its guidance in all ways, trusting in its ability to give them victory. Their belief has been rewarded on battlefield after battlefield.|If you select this objective," you score victory points as follows:<br><ul><li>Score 1 victory point at the end of the battle (to a maximum of 5 victory points) for each enemy unit that was destroyed as the result of an attack made with a <a href=""/wh40k9ed/the-rules/core-rules/#HEAVY"">Heavy</a> or <a href=""/wh40k9ed/the-rules/core-rules/#GRENADE"">Grenade</a> weapon by an <span class=""kwb"">ADEPTUS</span> <span class=""kwb"">ASTARTES</span> unit from your army while the <span class=""tooltip00544"" data-tooltip-content=""#tooltip_content00544""><span class=""tt kwbu"">Devastator</span> <span class=""tt kwbu"">Doctrine</span></span> was active for your army.</li><li>Score 1 victory point at the end of the battle (to a maximum of 5 victory points) for each enemy unit that was destroyed as the result of an attack made with a <a href=""/wh40k9ed/the-rules/core-rules/#RAPID-FIRE"">Rapid Fire</a> or <a href=""/wh40k9ed/the-rules/core-rules/#ASSAULT"">Assault</a> weapon by an <span class=""kwb"">ADEPTUS</span> <span class=""kwb"">ASTARTES</span> unit from your army while the <span class=""tooltip00544"" data-tooltip-content=""#tooltip_content00544""><span class=""tt kwbu"">Tactical</span> <span class=""tt kwbu"">Doctrine</span></span> was active for your army.</li><li>Score 1 victory point at the end of the battle (to a maximum of 5 victory points) for each enemy unit that was destroyed as the result of an attack made with a <a href=""/wh40k9ed/the-rules/core-rules/#PISTOL"">Pistol</a> or Melee weapon by an <span class=""kwb"">ADEPTUS</span> <span class=""kwb"">ASTARTES</span> unit from your army while the <span class=""tooltip00544"" data-tooltip-content=""#tooltip_content00544""><span class=""tt kwbu"">Assault</span> <span class=""tt kwbu"">Doctrine</span></span> was active for your army.</li></ul>|",,,,,,,,,,,,,,,,,,,,
Matched Play|Imperium|SM|Space Marines|No Mercy, No Respite|OATHS OF MOMENT|Progressive Objective|Before battle, Space Marines take all manner of oaths. They swear to never falter, to never give up, to never yield and to fight until their last breath. Made before their battle-brothers, commanders and Chaplains, the Space Marines take fewer things more seriously.|If you select this objective," you score victory points at the end of each battle round for achieving the following three Oaths:<br><ul><li><b>Oath of Valour</b>: Score 1 victory point if any <a href=""/wh40k9ed/the-rules/core-rules/#Characters""><span class=""kwb"">CHARACTER</span></a>"," <span class=""kwb"">VEHICLE</span> or <span class=""kwb"">MONSTER</span> unit was destroyed by an <span class=""kwb"">ADEPTUS</span> <span class=""kwb"">ASTARTES</span> unit from your army during that battle round.</li><li><b>Oath of Honour</b>: Score 1 victory point at the end of the battle round so long as no <span class=""kwb"">ADEPTUS</span> <span class=""kwb"">ASTARTES</span> units from your army failed a <a href=""/wh40k9ed/the-rules/core-rules/#Morale-Tests"">Morale test</a>"," and provided no <span class=""kwb"">ADEPTUS</span> <span class=""kwb"">ASTARTES</span> units from your army <a href=""/wh40k9ed/the-rules/core-rules/#Fall-Back"">Fell Back</a> during that battle round.</li><li><b>Oath of Duty</b>: Score 2 victory points at the end of the battle round if an <span class=""kwb"">ADEPTUS</span> <span class=""kwb"">ASTARTES</span> unit from your army is wholly within 6"" of the centre of the battlefield.</li></ul>|",,,,,,,,,,,,,,,
Matched Play|Imperium|SM|Space Marines|Battlefield Supremacy|SHOCK TACTICS|Progressive Objective|The Space Marines are the Emperor's finest shock troops, striking at the foe before they can react or even know they are under threat. In their lightning assaults, Space Marines smash aside the enemy, slaughtering them without mercy," to achieve their goals.|Score 3 victory points at the end of the battle round if you control one or more <a href=""/wh40k9ed/the-rules/core-rules/#Objective-Markers"">objective markers</a> that were controlled by your opponent at the start of the battle round"," and an <span class=""kwb"">ADEPTUS</span> <span class=""kwb"">ASTARTES</span> unit from your army is within range of that objective marker.|",,,,,,,,,,,,,,,,,,,
