roll|name|faction_id|faction_name|legend|type|description|id|,,,,,,,,,,,,
33|PERPLEX|TS|Thousand Sons|With perspective-warping illusions the psyker obfuscates his enemies’ vision," rendering their targets fluid and indistinct.|Psychic Powers|<b>Malediction:</b> <i>Perplex</i> has a <a href=""/wh40k9ed/the-rules/core-rules/#Psychic-Tests"">warp charge</a> value of 7. If <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifested</a>"," select one enemy unit within 24"" of this <span class=""kwb"">PSYKER</span>. Until the start of your next <a href=""/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE"">Psychic phase</a>", each time that unit is selected to shoot," units more than 24"" away cannot be selected as the target of ranged attacks.|000002655010|",,,,,,,,
1|Infernal Gaze|TS|Thousand Sons|Unholy power streams from the psyker’s eyes," charring and melting everything caught in its path.|Psychic Powers|Infernal Gaze has a warp charge value of 5. If <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifested</a>"," select an enemy unit that is within 18"" of the <a href=""/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE"">psyker</a> and visible to him and roll 3 dice. The target suffers one <a href=""/wh40k9ed/the-rules/core-rules/#Mortal-Wounds"">mortal wound</a> for each roll of 4+.|000002657002|",,,,,,,,,,
2|Death Hex|TS|Thousand Sons|The Sorcerer places a dire hex upon his enemies. Wards and energised shields flicker and fail," leaving the foe exposed.|Psychic Powers|Death Hex has a warp charge value of 8. If <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifested</a>"," select an enemy unit that is within 12"" of the <a href=""/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE"">psyker</a> and visible to him. Until the start of your next <a href=""/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE"">Psychic phase</a>"," that unit cannot take <a href=""/wh40k9ed/the-rules/core-rules/#Invulnerable-Saves"">invulnerable saves</a>.|000002657003|",,,,,,,,,
3|Gift of Chaos|TS|Thousand Sons|As the power of the warp surges through the psyker’s victim," bones snap and flesh rips as a new form takes shape.|Psychic Powers|Gift of Chaos has a warp charge value of 6. If <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifested</a>"," select an enemy unit that is within 6"" of the psyker and visible to him and roll a D6. If the result is greater than the target’s Toughness"," it suffers D3+3 <a href=""/wh40k9ed/the-rules/core-rules/#Mortal-Wounds"">mortal wounds</a>. If a <span class=""kwb"">CHARACTER</span> is destroyed by this power"," you can add one <a href=""/wh40k9ed/factions/thousand-sons/Chaos-Spawn"">Chaos Spawn</a> to your army within 6"" of the character and not within <a href=""/wh40k9ed/the-rules/core-rules/#Engagement-Range"">Engagement Range</a> of any enemy units before they are removed as a casualty.|000002657004|",,,,,,,,
4|Prescience|TS|Thousand Sons|By focusing his warp-sight the psyker can guide the aim of his allies," bringing a swift and merciless death to their foes.|Psychic Powers|Prescience has a warp charge value of 7. If <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifested</a>"," select a <span class=""tooltip02037"" data-tooltip-content=""#tooltip_content02037"" data-tooltip-anchor=""#tooltip_content02037""><span class=""kwb"">HERETIC</span> <span class=""kwb"">ASTARTES</span></span> unit within 18"" of the <a href=""/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE"">psyker</a>. You can add 1 to all <a href=""/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll"">hit rolls</a> made for that unit until the start of your next <a href=""/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE"">Psychic phase</a>.|000002657005|",,,,,,,,,,
5|Diabolic Strength|TS|Thousand Sons|The unholy energies of Chaos course through the recipient," swelling his frame with the strength to tear a tank in two.|Psychic Powers|Diabolic Strength has a warp charge value of 6. If <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifested</a>"," select a <span class=""tooltip02037"" data-tooltip-content=""#tooltip_content02037"" data-tooltip-anchor=""#tooltip_content02037""><span class=""kwb"">HERETIC</span> <span class=""kwb"">ASTARTES</span></span> model within 12"" of the <a href=""/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE"">psyker</a>. Until the start of your next <a href=""/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE"">Psychic phase</a>", add 2 to that model’s Strength characteristic and 1 to its Attacks characteristic.|000002657006|,,,,,,,,,
6|Warptime|TS|Thousand Sons|The power of the immaterium bursts from the psyker, warping time and heightening the speed of his allies.|Psychic Powers|Warptime has a warp charge value of 6. If manifested," pick a <span class=""kwb"">THOUSAND</span> <span class=""kwb"">SONS</span> unit (excluding <span class=""tooltip02038"" data-tooltip-content=""#tooltip_content02038"" data-tooltip-anchor=""#tooltip_content02038""><span class=""kwb"">AIRCRAFT</span></span>) within 3"" of the psyker. That unit can immediately move as if it were its <a href=""/wh40k9ed/the-rules/core-rules/#MOVEMENT-PHASE"">Movement phase</a>. You cannot use <i>Warptime</i> on a unit more than once per <a href=""/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE"">Psychic phase</a>.|000002657007|",,,,,,,,,,
|1. ANTIMATTER METEOR|NEC|Necrons|This C'tan Shard gathers an orb of roiling antimatter, before hurling the crackling projectile into the midst of the foe.|Powers of the C’tan|Roll one D6," adding 1 to the roll if this <span class=""tooltip00697"" data-tooltip-content=""#tooltip_content00697"" data-tooltip-anchor=""#tooltip_content00697""><span class=""kwb"">C'TAN</span> <span class=""kwb"">SHARD</span></span> is a <span class=""tooltip02039"" data-tooltip-content=""#tooltip_content02039"" data-tooltip-anchor=""#tooltip_content02039""><span class=""kwb"">TESSERACT</span> <span class=""kwb"">VAULT</span></span>: on a 3-5"," the closest enemy unit that is within 24"" of and visible to this <span class=""kwb"">C'TAN</span> <span class=""kwb"">SHARD</span> suffers 3 <a href=""/wh40k9ed/the-rules/core-rules/#Mortal-Wounds"">mortal wounds</a>; on a 6+", that enemy unit suffers D3+3 mortal wounds.|000002748002|,,,,,,,,
|2. TIME’S ARROW|NEC|Necrons|Twisting the flow of causality and remoulding temporal streams," this C'tan Shard erases its foe's existence from space and time.|Powers of the C’tan|Select one enemy unit within 18"" of and visible to this <span class=""kwb"">C'TAN</span> <span class=""kwb"">SHARD</span>. Roll one D6"," adding 1 to the roll if this <span class=""kwb"">C'TAN</span> <span class=""kwb"">SHARD</span> is a <span class=""kwb"">TESSERACT</span> <span class=""kwb"">VAULT</span>: if the total equals or exceeds the Wounds characteristic of any models in that enemy unit", your opponent selects one of those models to be destroyed.|000002748003|,,,,,,,,,
|3. SKY OF FALLING STARS|NEC|Necrons|Savagely beautiful spheres of coruscating light plummet from the cold depths of space, growing to roaring bale-stars as they approach," then impacting with killing force.|Powers of the C’tan|Select up to three enemy units within 24"" of this <span class=""kwb"">C'TAN</span> <span class=""kwb"">SHARD</span>. For each of those units", roll one D6: on a 1-5, if the dice result is less than the number of models in that unit," that unit suffers D3 <a href=""/wh40k9ed/the-rules/core-rules/#Mortal-Wounds"">mortal wounds</a>. If this <span class=""kwb"">C'TAN</span> <span class=""kwb"">SHARD</span> is a <span class=""kwb"">TESSERACT</span> <span class=""kwb"">VAULT</span>", that unit suffers 3 mortal wounds from this power, instead of D3.|000002748004|,,,,,
|4. COSMIC FIRE|NEC|Necrons|At this C'tan Shard's gestured command," a pillar of black fire streaks down from the heavens to consume the foe.|Powers of the C’tan|Roll one D6 for each enemy unit within 9"" of this <span class=""kwb"">C'TAN</span> <span class=""kwb"">SHARD</span>: on a 4+"," that unit suffers D3 <a href=""/wh40k9ed/the-rules/core-rules/#Mortal-Wounds"">mortal wounds</a>. If this <span class=""kwb"">C'TAN</span> <span class=""kwb"">SHARD</span> is a <span class=""kwb"">TESSERACT</span> <span class=""kwb"">VAULT</span>", units suffer 3 mortal wounds from this power, instead of D3.|000002748005|,,,,,,,,
|5. SEISMIC ASSAULT|NEC|Necrons|Stone fractures and ores melt as the C'tan Shard drags up tides of magma from deep below. Foes are plunged screaming into steamgushing vents as the land shatters beneath them," while tectonic shock waves hurl others from their feet with bone-breaking force.|Powers of the C’tan|Select one enemy unit within 18"" of and visible to this <span class=""kwb"">C'TAN</span> <span class=""kwb"">SHARD</span>. Roll one D6 for each model in that unit"," adding 1 to the roll if this <span class=""kwb"">C'TAN</span> <span class=""kwb"">SHARD</span> is a <span class=""kwb"">TESSERACT</span> <span class=""kwb"">VAULT</span>: for each 6+"," that unit suffers 1 <a href=""/wh40k9ed/the-rules/core-rules/#Mortal-Wounds"">mortal wound</a>", to a maximum of 10 mortal wounds.|000002748006|,,,,,,,,
|6. TRANSDIMENSIONAL THUNDERBOLT|NEC|Necrons|The C'tan Shard projects a crackling bolt of energy from its outstretched palm," blasting its foe into oblivion.|Powers of the C’tan|Select one enemy unit within 24"" of and visible to this <span class=""kwb"">C'TAN</span> <span class=""kwb"">SHARD</span> (an enemy <a href=""/wh40k9ed/the-rules/core-rules/#Characters""><span class=""kwb"">CHARACTER</span></a> unit with a Wounds characteristic of 9 or less cannot be selected for this power while it is within 3"" of another enemy unit"," unless that <span class=""kwb"">CHARACTER</span> unit is the closest visible enemy unit). Roll one D6: on a 2+"," that unit suffers D3 <a href=""/wh40k9ed/the-rules/core-rules/#Mortal-Wounds"">mortal wounds</a>. Then"," roll one D6 for each other enemy unit within 3"" of the selected unit: on a 4+"," that unit suffers 1 mortal wound. If this <span class=""kwb"">C'TAN</span> <span class=""kwb"">SHARD</span> is a <span class=""kwb"">TESSERACT</span> <span class=""kwb"">VAULT</span>"," roll for each other enemy unit within 6"" of the selected unit"," instead of 3"".|000002748007|",,,,,
1|PRECOGNITION|SM|Space Marines|The Librarian sees the trajectory of incoming attacks, allowing him to slip effortlessly around them. To the outside observer," it seems neither bullet nor blade can touch him.|Indomitus Discipline|<b>Blessing:</b> Precognition has a warp charge value of 5. If <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifested</a>"," then until the start of your next <a href=""/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE"">Psychic phase</a> this psyker has a 5+ <a href=""/wh40k9ed/the-rules/core-rules/#Invulnerable-Saves"">invulnerable save</a> and", when resolving an attack made against this psyker," subtract 1 from the <a href=""/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll"">hit roll</a>.|000003589002|",,,,,,,
2|SCRYER’S GAZE|SM|Space Marines|Looking into the twisted strands of the warp to divine the future, the Librarian hopes to predict the enemy’s plans and dispositions. With such knowledge, they can devise new strategies," guide their battle-brothers and alter the course of an entire war zone.|Indomitus Discipline|<b>Blessing:</b> Scryer’s Gaze has a warp charge value of 7. If <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifested</a>"," if your army is <a href=""/wh40k9ed/the-rules/core-rules/#BATTLE-FORGED-ARMIES"">Battle-forged</a> you can choose to immediately gain 1 <a href=""/wh40k9ed/the-rules/core-rules/#Command-Points"">Command Point</a>. If you choose not to then", once this turn," when resolving an attack made by a model from a friendly <span class=""tooltip02040"" data-tooltip-content=""#tooltip_content02040"" data-tooltip-anchor=""#tooltip_content02040""><span class=""kwb"">ULTRAMARINES</span></span> unit whilst its unit is within 18"" of this <a href=""/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE"">psyker</a>"," you can re-roll the <a href=""/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll"">hit roll</a>"," <a href=""/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll"">wound roll</a> or damage roll.|000003589003|",,,,
3|TELEPATHIC ASSAULT|SM|Space Marines|Gathering his mental might into a searing blade of psychic energy, the Librarian unleashes an overwhelming empyric attack upon his enemy’s mind. Foes scream and collapse," blood jetting from their eyes as their brains burst asunder.|Indomitus Discipline|<b>Witchfire:</b> Telepathic Assault has a warp charge value of 7. If <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifested</a>"," select one enemy unit within 24"" of and visible to this psyker. Roll 2D6 and add 2 to the result; that unit suffers 1 <a href=""/wh40k9ed/the-rules/core-rules/#Mortal-Wounds"">mortal wound</a> for each point by which the total exceeds the highest Leadership characteristic of models in that unit.|000003589004|",,,,,,,,,
4|STORM OF THE EMPEROR’S WRATH|SM|Space Marines|Stretching forth one armoured gauntlet, the Librarian unleashes a ravening tempest of psychic blasts. Striking like lightning," these actinic energy bolts burn flesh black and overload the machine spirits of enemy war engines with a crackling roar.|Indomitus Discipline|<b>Witchfire:</b> Storm of the Emperor’s Wrath has a warp charge value of 6. If <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifested</a>"," select the nearest enemy unit that is within 18"" of and visible to this psyker. Roll one D6 for each model in that unit; for each 6 that unit suffers 1 <a href=""/wh40k9ed/the-rules/core-rules/#Mortal-Wounds"">mortal wound</a>.|000003589005|",,,,,,,,,
5|PSYCHIC SHACKLES|SM|Space Marines|The Librarian plunges into his foes’ minds, trammelling their souls," crushing their will to fight on and stalling their advance in its tracks.|Indomitus Discipline|<b>Malediction:</b> Psychic Shackles has a warp charge value of 6. If <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifested</a>"," select one enemy unit within 18"" of and visible to this psyker. Until the start of your next <a href=""/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE"">Psychic phase</a>", halve the Move characteristic (rounding up) of models in that unit," and when a <a href=""/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit"">charge roll</a> or <a href=""/wh40k9ed/the-rules/core-rules/#Advance"">Advance roll</a> is made for that unit"," subtract 1 from that roll. A unit cannot be affected by both this psychic power and the <a href=""/wh40k9ed/factions/space-marines/#Obscuration-Discipline"">Tenebrous Curse</a> psychic power at the same time.|000003589006|",,,,,,
6|EMPYRIC CHANNELLING|SM|Space Marines|The Librarian focuses his thoughts to channel warp energies into one of his psychically attuned brothers," achieving a harmonious psychic choristry that magnifies his powers by an order of magnitude.|Indomitus Discipline|<b>Blessing:</b> Empyric Channelling has a warp charge value of 5. If <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifested</a>"," select one other friendly <span class=""tooltip02041"" data-tooltip-content=""#tooltip_content02041"" data-tooltip-anchor=""#tooltip_content02041""><span class=""kwb"">ULTRAMARINES</span> <span class=""kwb"">LIBRARIAN</span></span> model within 12"" of this psyker. Until the end of this <a href=""/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE"">Psychic phase</a>"," when a <a href=""/wh40k9ed/the-rules/core-rules/#Psychic-Tests"">Psychic test</a> is taken for that model", add 2 to the total," and that model does not suffer <a href=""/wh40k9ed/the-rules/core-rules/#Perils-of-the-Warp"">Perils of the Warp</a> on a roll of double 1 or double 6.|000003589007|",,,,,,,
1|BOON OF CHANGE|CD|Chaos Daemons|As the daemon chants," its minions begin to twist and new forms take shape as the will of Tzeentch demands.|Pandaemoniac Discipline|<b>Blessing:</b> <i>Boon of Change</i> has a <a href=""/wh40k9ed/the-rules/core-rules/#Psychic-Tests"">warp charge</a> value of 6. If <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifested</a>"," select one friendly <span class=""tooltip02014"" data-tooltip-content=""#tooltip_content02014"" data-tooltip-anchor=""#tooltip_content02014""><span class=""kwb"">LEGIONES</span> <span class=""kwb"">DAEMONICA</span> <span class=""kwb"">TZEENTCH</span></span> unit within 18"" of this <span class=""kwb"">PSYKER</span> and roll one D3. Until the start of your next <a href=""/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE"">Psychic phase</a>"," that unit gains the relevant bonus from the table below:<br><br><div class=""BreakInsideAvoid""  style=""""""><table width=""0"" border=""0"" bordercolor=""#888"" cellpadding=""4"" cellspacing=""0"" style=""border-collapse:collapse;border-width:0px""><tbody><tr><td><table class="" customTable tablefont"" border=""1"" bordercolor=""#888"" cellpadding=""4"" style=""border-collapse:collapse;border-color:#888888;border-width:0px""><tbody><tr><td style=""border-width:1px 0 1px 1px;background-color:rgb(14",93,131);color:rgb(254,254,"254);text-align:center;vertical-align:middle;font-size:22px;width:60px;height:0px;""><b>D3</b></td><td style=""border-width:1px 1px 1px 0;background-color:rgb(14",93,131);color:rgb(254,254,"254);text-align:left;vertical-align:middle;font-size:22px;width:320px;height:0px;""><b>EFFECT</b></td></tr><tr><td style=""border-width:0 0 0 1px;text-align:center;vertical-align:middle;font-size:18px;width:60px;height:0px;""><b>1</b></td><td style=""border-width:0 1px 0 0;text-align:left;vertical-align:middle;font-size:18px;width:320px;height:0px;""><b>Extra Limbs:</b> Add 2"" to the Move characteristic of models in that unit.</td></tr><tr><td style=""border-width:0 0 0 1px;background-color:var(--row-bg);text-align:center;vertical-align:middle;font-size:18px;width:60px;height:0px;""><b>2</b></td><td style=""border-width:0 1px 0 0;background-color:var(--row-bg);text-align:left;vertical-align:middle;font-size:18px;width:320px;height:0px;""><b>Mystical Strength:</b> Add 1 to the Strength characteristic of models in that unit.</td></tr><tr><td style=""border-width:0 0 1px 1px;text-align:center;vertical-align:middle;font-size:18px;width:60px;height:0px;""><b>3</b></td><td style=""border-width:0 1px 1px 0;text-align:left;vertical-align:middle;font-size:18px;width:320px;height:0px;""><b>Resilient Hide:</b> Add 1 to the Toughness characteristic of models in that unit.</td></tr></tbody></table></td></tr></tbody></table></div><br>If the result of the <a href=""/wh40k9ed/the-rules/core-rules/#Psychic-Tests"">Psychic test</a> was 9 or more", you can select which result applies instead of rolling a D3.|000007607002|
"2|BOLT OF CHANGE|CD|Chaos Daemons|The daemon unleashes a bolt of warp energy that afflicts the foe with sickening and uncontrollable mutations.|Pandaemoniac Discipline|<b>Witchfire:</b> <i>Bolt of Change</i> has a <a href=""/wh40k9ed/the-rules/core-rules/#Psychic-Tests"">warp charge</a> value of 7. If <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifested</a>"," select one enemy unit within 18"" of and visible to this <span class=""kwb"">PSYKER</span>", and roll nine D6:<br><ul><li>For each 5+," that enemy unit suffers 1 <a href=""/wh40k9ed/the-rules/core-rules/#Mortal-Wounds"">mortal wound</a>.</li><li>For each model destroyed as a result of these mortal wounds", that unit suffers 1 additional mortal wound (to a maximum of 3). These additional mortal wounds cannot generate any additional mortal wounds.</li></ul>|000007607003|,,,,,,,,
3|GAZE OF FATE|CD|Chaos Daemons|Using its powers of precognition to unravel the strands of destiny," this daemon extracts secrets from the sea of souls and channels them through its own potent form.|Pandaemoniac Discipline|<b>Blessing:</b> <i>Gaze of Fate</i> has a <a href=""/wh40k9ed/the-rules/core-rules/#Psychic-Tests"">warp charge</a> value of 7. If <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifested</a>", at the end of the battle round," if this <span class=""kwb"">PSYKER</span> is on the battlefield"," you can retain up to 2 unspent <a href=""/wh40k9ed/factions/chaos-daemons/#Warp-Storm-Effects"">Warp Storm points</a>.|000007607004|",,,,,,,,
4|TREASON OF TZEENTCH|CD|Chaos Daemons|The psyker reaches into the mind of its victim," subverting their will and turning them upon their own allies.|Pandaemoniac Discipline|<b>Malediction:</b> <i>Treason of Tzeentch</i> has a <a href=""/wh40k9ed/the-rules/core-rules/#Psychic-Tests"">warp charge</a> value of 7. If <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifested</a>"," select one enemy unit within 18"" of and visible to this <span class=""kwb"">PSYKER</span>. Until the start of your next <a href=""/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE"">Psychic phase</a>"," that enemy unit is not affected by the <a href=""/wh40k9ed/the-rules/core-rules/#Aura-Abilities"">aura abilities</a> of other enemy units.|000007607005|",,,,,,,,,
5|INFERNAL FLAMES|CD|Chaos Daemons|Cackling madly," the psyker’s minions are wreathed in pink and blue flames that leap forth to consume their foes.|Pandaemoniac Discipline|<b>Blessing:</b> <i>Infernal Flames</i> has a <a href=""/wh40k9ed/the-rules/core-rules/#Psychic-Tests"">warp charge</a> value of 7. If <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifested</a>"," select one friendly <span class=""tooltip01289"" data-tooltip-content=""#tooltip_content01289"" data-tooltip-anchor=""#tooltip_content01289""><span class=""kwb"">LEGIONES</span> <span class=""kwb"">DAEMONICA</span> <span class=""kwb"">TZEENTCH</span> <span class=""kwb"">CORE</span></span> unit within 18"" of and visible to this <span class=""kwb"">PSYKER</span>. Until the start of your next <a href=""/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE"">Psychic phase</a>", each time a model in that unit makes a ranged attack," add 1 to that attack’s <a href=""/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll"">wound roll</a>.|000007607006|",,,,,,,,
6|INFERNAL GATEWAY|CD|Chaos Daemons|Opening a portal to the warp," this daemon creates a tear in the fabric of the mortal plane that sucks foes into certain oblivion.|Pandaemoniac Discipline|<b>Witchfire:</b> <i>Infernal Gateway</i> has a <a href=""/wh40k9ed/the-rules/core-rules/#Psychic-Tests"">warp charge</a> value of 8. If <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifested</a>"," the closest enemy unit within 18"" of and visible to this <span class=""kwb"">PSYKER</span> and each other enemy unit within 3"" of that enemy unit suffers D3 <a href=""/wh40k9ed/the-rules/core-rules/#Mortal-Wounds"">mortal wounds</a>. If the result of the <a href=""/wh40k9ed/the-rules/core-rules/#Psychic-Tests"">Psychic test</a> was 12 or more", each affected unit suffers 3 mortal wounds instead.|000007607007|,,,,,,,,,
1|STREAM OF CORRUPTION|CD|Chaos Daemons|The daemon’s jaws stretch impossibly wide. Its rotten body convulses," heaving out clouds of rancid gas and flies before at last it ejects a jetting river of diseased vomit. So contagious and corrosive is this tide of foulness that those not drowned by it are often dissolved into organic gruel or left stricken by supernatural sickness.|Warprot Discipline|<b>Witchfire:</b> <i>Stream of Corruption</i> has a <a href=""/wh40k9ed/the-rules/core-rules/#Psychic-Tests"">warp charge</a> value of 6. If <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifested</a>"," the closest enemy unit within 12"" of and visible to this <span class=""kwb"">PSYKER</span> suffers D3 <a href=""/wh40k9ed/the-rules/core-rules/#Mortal-Wounds"">mortal wounds</a>. If that unit contains 11 or more models", that unit suffers D3+2 mortal wounds instead.|000007637002|,,,,,,,,,
2|FLESHY ABUNDANCE|CD|Chaos Daemons|The daemon blesses their allies with Nurgle’s bountiful energies," swelling them into even more grotesquely resilient and corpulent forms.|Warprot Discipline|<b>Blessing:</b> <i>Fleshy Abundance</i> has a <a href=""/wh40k9ed/the-rules/core-rules/#Psychic-Tests"">warp charge</a> value of 7. If <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifested</a>"," select one friendly <span class=""tooltip01293"" data-tooltip-content=""#tooltip_content01293"" data-tooltip-anchor=""#tooltip_content01293""><span class=""kwb"">LEGIONES</span> <span class=""kwb"">DAEMONICA</span> <span class=""kwb"">NURGLE</span> <span class=""kwb"">CORE</span></span> unit within 18"" of and visible to this <span class=""kwb"">PSYKER</span>. Until the start of your next <a href=""/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE"">Psychic phase</a>", add 1 to the Toughness characteristic of models in that unit.|000007637003|,,,,,,,,,
3|NURGLE’S ROT|CD|Chaos Daemons|Gurgling praise to its god, the daemon exudes a wave of soul-pox that eats away the spiritual essence of those who lack Nurgle’s blessings. Victims’ eyes become glassy," their flesh sinks upon their bones and their limbs fall slack before they collapse and begin to rot before their horrified comrades’ eyes.|Warprot Discipline|<b>Witchfire:</b> <i>Nurgle’s Rot</i> has a <a href=""/wh40k9ed/the-rules/core-rules/#Psychic-Tests"">warp charge</a> value of 7. If <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifested</a>"," roll 2D6 for each enemy unit within 6"" of this <span class=""kwb"">PSYKER</span>. If the result is higher than the highest Toughness characteristic of models in that unit"," that unit suffers D3 <a href=""/wh40k9ed/the-rules/core-rules/#Mortal-Wounds"">mortal wounds</a>. If the result is at least double the highest Toughness characteristic of models in that unit", that unit suffers D6 mortal wounds instead.|000007637004|,,,,,,,
4|SHRIVELLING POX|CD|Chaos Daemons|Muttering an unholy chant in a blighted tongue," the daemon calls down a foul malignancy that races through the enemies’ ranks like wildfire and chews away at their flesh and organs like a tide of ravenous maggots.|Warprot Discipline|<b>Malediction:</b> <i>Shrivelling Pox</i> has a <a href=""/wh40k9ed/the-rules/core-rules/#Psychic-Tests"">warp charge</a> value of 6. If <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifested</a>"," select one enemy unit within 18"" of and visible to this <span class=""kwb"">PSYKER</span>. Until the start of your next <a href=""/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE"">Psychic phase</a>", subtract 1 from the Toughness characteristic of models in that unit.|000007637005|,,,,,,,,,
5|VIRULENT BLESSING|CD|Chaos Daemons|Calling upon the myriad gifts of Nurgle, the daemon infuses its allies’ weapons," fangs and talons with a seething mix of supernatural maladies that render their merest touch inimical to their luckless victims.|Warprot Discipline|<b>Blessing:</b> <i>Virulent Blessing</i> has a <a href=""/wh40k9ed/the-rules/core-rules/#Psychic-Tests"">warp charge</a> value of 6. If <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifested</a>"," select one friendly <span class=""tooltip01293"" data-tooltip-content=""#tooltip_content01293"" data-tooltip-anchor=""#tooltip_content01293""><span class=""kwb"">LEGIONES</span> <span class=""kwb"">DAEMONICA</span> <span class=""kwb"">NURGLE</span> <span class=""kwb"">CORE</span></span> unit within 18"" of and visible to this <span class=""kwb"">PSYKER</span>. Until the start of your next <a href=""/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE"">Psychic phase</a>", add 1 to the Damage characteristic of melee weapons models in that unit are equipped with.|000007637006|,,,,,,,,
6|MALODOROUS PALL|CD|Chaos Daemons|Chanting in a phlegm-choked drone, the daemon conjures forth a dense cloud of occluding corpse-gas and biting," blinding flies to engulf the enemy and leave them nauseated and reeling.|Warprot Discipline|<b>Malediction:</b> <i>Malodorous Pall</i> has a <a href=""/wh40k9ed/the-rules/core-rules/#Psychic-Tests"">warp charge</a> value of 8. If <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifested</a>"," select one enemy unit within 18"" of and visible to this <span class=""kwb"">PSYKER</span>. Until the start of your next <a href=""/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE"">Psychic phase</a>"," that enemy unit:<br><ul><li>Cannot <a href=""/wh40k9ed/the-rules/core-rules/#Performing-Actions"">perform actions</a> (if that enemy unit is currently performing an action"," it immediately fails).</li><li>Loses the <a href=""/wh40k9ed/the-rules/core-rules/#Objective-Secured"">Objective Secured</a> ability.</li></ul>|000007637007|",,,,,,,
"1|CACOPHONIC CHOIR|CD|Chaos Daemons|The daemon emits an ear-piercing chorus of warp-infused screams that erupt from its distended maw and shatter the sanity of its foes.|Soulstain Discipline|<b>Witchfire:</b> <i>Cacophonic Choir</i> has a <a href=""/wh40k9ed/the-rules/core-rules/#Psychic-Tests"">warp charge</a> value of 7. If <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifested</a>"," roll 3D6. The closest enemy unit within 18"" of and visible to this <span class=""kwb"">PSYKER</span> suffers 1 <a href=""/wh40k9ed/the-rules/core-rules/#Mortal-Wounds"">mortal wound</a> for each point that the result exceeds that enemy unit’s Leadership characteristic by (to a maximum of 6 mortal wounds).|000007658002|",,,,,,,,,,,
