faction_id|faction_name|type|roll|name|legend|description|,,,,,,,,,,,,,
SM|Space Marines|Warlord Traits|2|THE IMPERIUM’S SWORD|This warlord hurls himself forwards with unbridled ferocity," cutting down the foe like a reaping whirlwind.|<ul><li>You can re-roll <a href=""/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit"">charge rolls</a> made for this <span class=""kwb"">WARLORD</span>.</li><li>Each time this <span class=""kwb"">WARLORD</span> fights"," if it made a <a href=""/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit"">charge move</a> or <a href=""/wh40k9ed/the-rules/core-rules/#Performing-a-Heroic-Intervention"">performed a Heroic Intervention</a> this turn", then until that fight is resolved, add 1 to its Strength and Attacks characteristics.</li></ul>|,,,,,,,,,
"SM|Space Marines|Warlord Traits|3|IRON RESOLVE|Faith and duty drive this warlord relentlessly onwards as he shrugs off injuries that would lay lesser warriors low.|<ul><li>Add 1 to the Wounds characteristic of this <span class=""kwb"">WARLORD</span>.</li><li>Each time this <span class=""kwb"">WARLORD</span> would lose a wound", roll one D6: on a 6, that wound is not lost.</li></ul>|,,,,,,,,,,,
"SM|Space Marines|Warlord Traits|4|CHAMPION OF HUMANITY|This commander has slain enemy generals beyond counting.|<ul><li>Each time this <span class=""kwb"">WARLORD</span> fights"," if it is within <a href=""/wh40k9ed/the-rules/core-rules/#Engagement-Range"">Engagement Range</a> of any enemy <a href=""/wh40k9ed/the-rules/core-rules/#Characters""><span class=""kwb"">CHARACTER</span></a> units", then until that fight is resolved," add 1 to this Warlord’s Attacks characteristic.</li><li>Each time this <span class=""kwb"">WARLORD</span> makes a melee attack against a <span class=""kwb"">CHARACTER</span> unit"," add 1 to that attack’s <a href=""/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll"">hit roll</a> and <a href=""/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll"">wound roll</a>.</li></ul>|",,,,,,,,,
"SM|Space Marines|Warlord Traits|5|STORM OF FIRE (AURA)|This warlord expertly guides his warriors’ fire.|While a friendly <span class=""tooltip00536"" data-tooltip-content=""#tooltip_content00536"" data-tooltip-anchor=""#tooltip_content00536""><span class=""kwb2"">&lt;<span class=""kwb3"">C</span>HAPTER&gt;</span> <span class=""kwb"">CORE</span></span> unit is within 6"" of this <span class=""kwb"">WARLORD</span>", each time a model in that unit makes a ranged attack," on an unmodified <a href=""/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll"">wound roll</a> of 6", improve the Armour Penetration characteristic of that attack by 1.|,,,,,,,,,,
"SM|Space Marines|Warlord Traits|6|RITES OF WAR (AURA)|This commander and his warriors have vowed to secure victory.|While a friendly <span class=""tooltip00536"" data-tooltip-content=""#tooltip_content00536"" data-tooltip-anchor=""#tooltip_content00536""><span class=""kwb2"">&lt;<span class=""kwb3"">C</span>HAPTER&gt;</span> <span class=""kwb"">CORE</span></span> or <span class=""tooltip00903"" data-tooltip-content=""#tooltip_content00903"" data-tooltip-anchor=""#tooltip_content00903""><span class=""kwb2"">&lt;<span class=""kwb3"">C</span>HAPTER&gt;</span> <span class=""kwb"">CHARACTER</span></span> unit is within 6"" of this <span class=""kwb"">WARLORD</span>"," that unit has the <a href=""/wh40k9ed/the-rules/core-rules/#Objective-Secured"">Objective Secured</a> ability.|",,,,,,,,,,,,
SM|Space Marines|White Scars Warlord Traits|1|DEADLY HUNTER|This son of the Warhawk strikes swiftly and suddenly," a predator whose first kill is claimed before the foe are even aware of their peril.|After this <span class=""kwb"">WARLORD</span> finishes a <a href=""/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit"">charge move</a>"," you can select one enemy unit within 1"" of it and roll one D6; on a 2+ that unit suffers 1 <a href=""/wh40k9ed/the-rules/core-rules/#Mortal-Wounds"">mortal wound</a>.|",,,,,,,,,,,
"SM|Space Marines|White Scars Warlord Traits|2|CHOGORIAN STORM|This commander hits the enemy’s lines with all the ferocity of a raging tempest surging in from the desolate steppes.|If this <span class=""kwb"">WARLORD</span> makes a <a href=""/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit"">charge move</a> or performs a <a href=""/wh40k9ed/the-rules/core-rules/#Performing-a-Heroic-Intervention"">Heroic Intervention</a>", add D3 to their Attacks characteristic until the end of the turn.|,,,,,,,,,,,,
SM|Space Marines|White Scars Warlord Traits|3|TROPHY TAKER|For this proud warrior the hunt never ceases," and he is ever seeking another head to take in the name of the Khan.|When this <span class=""kwb"">WARLORD</span> destroys an enemy <a href=""/wh40k9ed/the-rules/core-rules/#Characters""><span class=""kwb"">CHARACTER</span></a> model", add 1 to their Attacks characteristic until the end of the battle.|,,,,,,,,,,,
SM|Space Marines|White Scars Warlord Traits|4|MASTER RIDER|Even before he became a Space Marine this warlord was a master of mounted combat," as swift and elusive as the wind when fighting from the saddle.|<span class=""tooltip00647"" data-tooltip-content=""#tooltip_content00647"" data-tooltip-anchor=""#tooltip_content00647""><span class=""kwb"">BIKER</span></span> only. If you are randomly generating your <span class=""kwb"">WARLORD</span>’s Warlord Trait and your Warlord is not a <span class=""kwb"">BIKER</span>"," re-roll this result until a different Warlord Trait is generated. When a <a href=""/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit"">charge roll</a> is made for this <span class=""kwb"">WARLORD</span>", you can re-roll the dice. When resolving an attack against this Warlord," subtract 1 from the <a href=""/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll"">hit roll</a> if this <span class=""kwb"">WARLORD</span> <a href=""/wh40k9ed/the-rules/core-rules/#Advance"">Advanced</a> in your previous <a href=""/wh40k9ed/the-rules/core-rules/#MOVEMENT-PHASE"">Movement phase</a>.|",,,,,,,,,
SM|Space Marines|White Scars Warlord Traits|5|HUNTER’S INSTINCTS|This huntsman takes great delight in facing the deadliest prey imaginable, whether they be mechanical," biological or supernatural.|When resolving an attack made by this Warlord against an enemy <span class=""kwb"">MONSTER</span> or <span class=""kwb"">VEHICLE</span> unit"," add 1 to the <a href=""/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll"">hit roll</a> and <a href=""/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll"">wound roll</a>.|",,,,,,,,,,
SM|Space Marines|White Scars Warlord Traits|6|MASTER OF SNARES|This warlord is a skilled trapper," able to entangle his prey in an inescapable thicket of flashing blades.|When an enemy unit (other than a unit that contains a model with a <a href=""/wh40k9ed/the-rules/core-rules/#Minimum-Move"">minimum Move</a> characteristic) within <a href=""/wh40k9ed/the-rules/core-rules/#Engagement-Range"">Engagement Range</a> of this <span class=""kwb"">WARLORD</span> is chosen to <a href=""/wh40k9ed/the-rules/core-rules/#Fall-Back"">Fall Back</a>", you can roll one D6: on a 4+, that unit cannot Fall Back this turn.|,,,,,,,,,,
CSM|Chaos Space Marines|Black Legion|1|VETERAN RAIDER|A consummate raider both in the Eye of Terror and on countless worlds in realspace," this warlord knows when to strike and when to retreat.|In your <a href=""/wh40k9ed/the-rules/core-rules/#COMMAND-PHASE"">Command phase</a>"," you can select one friendly <span class=""tooltip00624"" data-tooltip-content=""#tooltip_content00624"" data-tooltip-anchor=""#tooltip_content00624""><span class=""kwb"">BLACK</span> <span class=""kwb"">LEGION</span> <span class=""kwb"">CORE</span></span> or <span class=""tooltip00625"" data-tooltip-content=""#tooltip_content00625"" data-tooltip-anchor=""#tooltip_content00625""><span class=""kwb"">BLACK</span> <span class=""kwb"">LEGION</span> <span class=""kwb"">CHARACTER</span></span> unit within 6"" of this <span class=""kwb"">WARLORD</span>. Until the end of the turn"," that unit is eligible to shoot and <a href=""/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit"">declare a charge</a> in a turn in which it <a href=""/wh40k9ed/the-rules/core-rules/#Fall-Back"">Fell Back</a>.|",,,,,,,,,,
CSM|Chaos Space Marines|Black Legion|2|INDOMITABLE|This warlord has done little but fight in the millennia since Horus' defeat," and he grows more resilient with each battle.|Each time an attack is allocated to this <span class=""kwb"">WARLORD</span>", halve the Damage characteristic of that attack (rounding up).|,,,,,,,,,,,
CSM|Chaos Space Marines|Black Legion|3|MERCILESS OVERSEER|This warlord is a formidable orchestrator of kill zones," expertly directing his warriors close-range firepower to scythe down any who opposes him.|In your <a href=""/wh40k9ed/the-rules/core-rules/#COMMAND-PHASE"">Command phase</a>"," you can select one friendly <span class=""kwb"">BLACK</span> <span class=""kwb"">LEGION</span> unit within 6"" of this <span class=""kwb"">WARLORD</span>. Until the start of your next Command phase", each time a model in that unit makes an attack," if your army is engaged in either <span class=""tooltip00873"" data-tooltip-content=""#tooltip_content00873""><span class=""tt kwbu"">Wanton</span> <span class=""tt kwbu"">Destruction</span></span> or <span class=""tooltip00884"" data-tooltip-content=""#tooltip_content00884""><span class=""tt kwbu"">Wanton</span> <span class=""tt kwbu"">Slaughter</span></span>"," that unit is considered to be engaged in <span class=""tooltip00883"" data-tooltip-content=""#tooltip_content00883""><span class=""tt kwbu"">Wanton</span> <span class=""tt kwbu"">Massacre</span></span> for that attack instead.|",,,,,,,,
CSM|Chaos Space Marines|Black Legion|4|SOUL-EATER|This warlord is a peerless fighter," imbibing the very life essence of his defeated foes in a constant quest for greater power.|<ul><li>Each time this <span class=""kwb"">WARLORD</span> makes a melee attack"," you can re-roll the <a href=""/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll"">wound roll</a>.</li><li>Each time this <span class=""kwb"">WARLORD</span> fights", after it has finished making its attacks, if one or more enemy models were destroyed by those attacks," this <span class=""kwb"">WARLORD</span> regains up to D3 lost wounds.</li></ul>|",,,,,,,,
"CSM|Chaos Space Marines|Black Legion|5|TRUSTED WAR LEADER|This warlord is a high-ranking member of the Black Legion and part of the Despoilers inner circle - one of few who are permitted to call Abaddon by name and offer him advice.|While this <span class=""kwb"">WARLORD</span> is on the battlefield"," each time you spend a <a href=""/wh40k9ed/the-rules/core-rules/#Command-Points"">Command point</a> to use a Stratagem you can roll one D6: on a 5+", that Command point is refunded.|,,,,,,,,,,,
"CSM|Chaos Space Marines|Black Legion|6|PARAGON OF HATRED|This exemplar of undying bitterness has sworn never to rest in their eternal vendetta against the Imperium as they vent their loathing against their most hated foes.|<ul><li>You can re-roll <a href=""/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit"">charge rolls</a> made for this <span class=""kwb"">WARLORD</span>.</li><li>Each time this <span class=""kwb"">WARLORD</span> fights"," if it is within <a href=""/wh40k9ed/the-rules/core-rules/#Engagement-Range"">Engagement Range</a> of any enemy units", then until that fight is resolved," add 1 to the Attacks characteristic of this <span class=""kwb"">WARLORD</span> (if any of those enemy units have the <span class=""kwb"">IMPERIUM</span> keyword", add D3 instead of 1).</li></ul>|,,,,,,,,,
"SM|Space Marines|Ultramarines Warlord Traits|1|ADEPT OF THE CODEX|Ultramarines warlords epitomise the teachings of the Codex Astartes.|Whilst this <span class=""kwb"">WARLORD</span> is on the battlefield"," you can roll one D6 for each <a href=""/wh40k9ed/the-rules/core-rules/#Command-Points"">Command Point</a> you spend to use a Stratagem; on a 5+ that Command Point is refunded. You can only have 1 Command Point refunded per battle round by this Warlord Trait.|",,,,,,,,,,,,
SM|Space Marines|Ultramarines Warlord Traits|2|MASTER OF STRATEGY|This warlord executes deadly and decisive strategies on the battlefield.|Once per battle round, if this Warlord is on the battlefield," you can select one friendly <span class=""kwb"">ULTRAMARINES</span> unit within 6"" of this <span class=""kwb"">WARLORD</span>. Until the end of that battle round", when a model in that unit makes an attack," the <span class=""tooltip00544"" data-tooltip-content=""#tooltip_content00544""><span class=""tt kwbu"">Tactical</span> <span class=""tt kwbu"">Doctrine</span></span> is considered to be active.|",,,,,,,,,
SM|Space Marines|Ultramarines Warlord Traits|3|CALM UNDER FIRE (AURA)|This warlord directs his troops flawlessly," even deep in the maelstrom of battle.|While a friendly <span class=""kwb"">ULTRAMARINES</span> unit is within 6"" of this <span class=""kwb"">WARLORD</span>"," each time a model in that unit makes a ranged attack in a turn in which it <a href=""/wh40k9ed/the-rules/core-rules/#Fall-Back"">Fell Back</a>"," do not subtract 1 from that attack’s <a href=""/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll"">hit roll</a> due to the <a href=""/wh40k9ed/factions/space-marines/#Ultramarines:-Codex-Discipline"">Codex Discipline</a> Chapter Tactic.|",,,,,,,,,,
"SM|Space Marines|Ultramarines Warlord Traits|4|PARAGON OF WAR|This warrior knows just where to strike to inflict a killing blow.|When resolving an attack made by this <span class=""kwb"">WARLORD</span>"," an unmodified <a href=""/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll"">wound roll</a> of 6 inflicts 1 <a href=""/wh40k9ed/the-rules/core-rules/#Mortal-Wounds"">mortal wound</a> on the target in addition to any other damage.|",,,,,,,,,,,,
"SM|Space Marines|Ultramarines Warlord Traits|5|NOBILITY MADE MANIFEST (AURA)|The patrician aspect and selfless heroism of this warlord combine to influence greatly the warriors who fight beneath his banner. They fight all the harder to follow his shining example in battle.|Friendly <span class=""tooltip01896"" data-tooltip-content=""#tooltip_content01896"" data-tooltip-anchor=""#tooltip_content01896""><span class=""kwb"">ULTRAMARINES</span> <span class=""kwb"">INFANTRY</span></span> units and <span class=""tooltip01897"" data-tooltip-content=""#tooltip_content01897"" data-tooltip-anchor=""#tooltip_content01897""><span class=""kwb"">ULTRAMARINES</span> <span class=""kwb"">BIKER</span></span> units can perform a <a href=""/wh40k9ed/the-rules/core-rules/#Performing-a-Heroic-Intervention"">Heroic Intervention</a> as if they were <a href=""/wh40k9ed/the-rules/core-rules/#Characters""><span class=""kwb"">CHARACTERS</span></a> whilst they are within 6"" of this <span class=""kwb"">WARLORD</span>.|",,,,,,,,,,,,,
"SM|Space Marines|Ultramarines Warlord Traits|6|WARDEN OF MACRAGGE|The warlord has sworn mighty oaths to drive back the hordes that threaten Macragge.|This <span class=""kwb"">WARLORD</span> can perform a <a href=""/wh40k9ed/the-rules/core-rules/#Performing-a-Heroic-Intervention"">Heroic Intervention</a> if there are any enemy units within 6"" of them instead of 3"""," and when doing so can move up to 6"" instead of 3"".|",,,,,,,,,,,,
"CD|Chaos Daemons|Khorne Warlord Traits|6|RAGE INCARNATE|The fury with which this daemon hurls itself at the enemy serves as a beacon of wrath to its like-minded minions.|<ul><li>Add 1 to <a href=""/wh40k9ed/the-rules/core-rules/#Advance"">Advance</a> and <a href=""/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit"">charge rolls</a> made for this <span class=""kwb"">WARLORD</span>.</li><li>Each time a friendly <span class=""tooltip01286"" data-tooltip-content=""#tooltip_content01286"" data-tooltip-anchor=""#tooltip_content01286""><span class=""kwb"">LEGIONES</span> <span class=""kwb"">DAEMONICA</span> <span class=""kwb"">KHORNE</span> <span class=""kwb"">CORE</span></span> unit <a href=""/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit"">declares a charge</a> against an enemy unit within <a href=""/wh40k9ed/the-rules/core-rules/#Engagement-Range"">Engagement Range</a> of this <span class=""kwb"">WARLORD</span>", add 1 to the charge roll made for that unit.</li></ul>|,,,,,,,,,,,,
CD|Chaos Daemons|Khorne Warlord Traits|5|IMMENSE POWER|The molten fury of the Lord of Battle rages within this daemon," and its body is swollen with unholy might.|Each time this <span class=""kwb"">WARLORD</span> makes a melee attack"," add 1 to that attack’s <a href=""/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll"">wound roll</a>.|",,,,,,,,,,,
CD|Chaos Daemons|Khorne Warlord Traits|4|GLORY OF BATTLE|The more foes that surround this daemon," the faster and more eagerly it fights.|<ul><li>Add 1 to this <span class=""kwb"">WARLORD</span>’s Attacks characteristic.</li><li>While this <span class=""kwb"">WARLORD</span> is within 3"" of 6 or more enemy models"," add 1 to this <span class=""kwb"">WARLORD</span>’s Attacks characteristic.</li><li>While this <span class=""kwb"">WARLORD</span> is within 3"" of 11 or more enemy models"," add 1 to this <span class=""kwb"">WARLORD</span>’s Attacks characteristic.</li></ul>|",,,,,,,,,,
"CD|Chaos Daemons|Khorne Warlord Traits|3|DEVASTATING BLOW|So monstrous is the strength behind this warlord's blows and so unstoppable their hatred that they can lay victims low with but a single strike.|Each time this <span class=""kwb"">WARLORD</span> makes a melee attack", rules that ignore wounds cannot be used.|,,,,,,,,,,,,
"CD|Chaos Daemons|Khorne Warlord Traits|2|BRAZEN HIDE|This daemon’s warpflesh is infused with rune-wrought brass that shatters blades and turns aside even the most powerful enemy blows.|Each time this <span class=""kwb"">WARLORD</span> would lose a wound", roll one D6: on a 5+, that wound is not lost.|,,,,,,,,,,,
"CD|Chaos Daemons|Khorne Warlord Traits|1|ASPECT OF DEATH (AURA)|Such is the palpable aura of dread this daemon emanates that its enemies may die of sheer terror.|While an enemy unit is within 6"" of this <span class=""kwb"">WARLORD</span>:<br><ul><li>Subtract 1 from the Leadership characteristic of models in that unit.</li><li>Each time a <a href=""/wh40k9ed/the-rules/core-rules/#Combat-Attrition-Tests"">Combat Attrition test</a> is taken for that unit", subtract 1 from that Combat Attrition test.</li></ul>|,,,,,,,,,,,,
"CD|Chaos Daemons|Tzeentch Warlord Traits|6|TYRANT OF THE WARP|The sheer ensorcelled might of this daemons presence in the warp is enough to dissuade rival entities and predatory sentiences from attempting to assail it on the metaphysical battleground.|<ul><li>This <span class=""kwb"">WARLORD</span> never suffers <a href=""/wh40k9ed/the-rules/core-rules/#Perils-of-the-Warp"">Perils of the Warp</a>.</li><li>Each time this <span class=""kwb"">WARLORD</span> would lose a wound as the result of a <a href=""/wh40k9ed/the-rules/core-rules/#Mortal-Wounds"">mortal wound</a>", roll one D6: on a 5+, that wound is not lost.</li></ul>|,,,,,,,,,,,
CD|Chaos Daemons|Tzeentch Warlord Traits|5|LOREKEEPER OF TZEENTCH|Like some malevolent arachnid, this daemon extends its web ever further," ensnaring mortal wisdom and arcane lore and devouring it.|Each time this <span class=""kwb"">WARLORD</span> successfully <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifests</a> a psychic power from the <b><a href=""/wh40k9ed/factions/chaos-daemons/#Pandaemoniac-Discipline"">Pandaemoniac discipline</a></b>"," add 6"" to the range of that psychic power. If that psychic power specifies more than one range"," only add 6"" to the first range specified.|",,,,,,,,,
CD|Chaos Daemons|Tzeentch Warlord Traits|4|WARP TETHER|This daemon embeds its essence into realspace like a thorn," then exudes tendrils of energy that anchor its minions within corporeal reality.|<ul><li>This <span class=""kwb"">WARLORD</span> has the <span class=""tooltip01282"" data-tooltip-content=""#tooltip_content01282"" data-tooltip-anchor=""#tooltip_content01282""><span class=""kwb"">WARP</span> <span class=""kwb"">LOCUS</span></span> keyword.</li><li>This <span class=""kwb"">WARLORD</span> has the following ability:</li></ul><span class=""redfont"">Warp Tether (Aura)</span><b>:</b> While a friendly <span class=""tooltip02014"" data-tooltip-content=""#tooltip_content02014"" data-tooltip-anchor=""#tooltip_content02014""><span class=""kwb"">LEGIONES</span> <span class=""kwb"">DAEMONICA</span> <span class=""kwb"">TZEENTCH</span></span> unit is within 12"" of this model"," each time a <a href=""/wh40k9ed/the-rules/core-rules/#Morale-Tests"">Morale test</a> is taken for that unit", you can re-roll the result.|,,,,,,,,,,
"CD|Chaos Daemons|Tzeentch Warlord Traits|3|FRACTAL MIND|This daemon’s consciousness is a many-faceted tangle of infinite complexity that allows it to divide its perceptions and attention in a way that would drive mortal minds to madness.|If this <span class=""kwb"">WARLORD</span> attempts to perform a <a href=""/wh40k9ed/the-rules/core-rules/#Performing-Psychic-Actions"">psychic action</a> in your <a href=""/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE"">Psychic phase</a>"," it can still attempt to <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifest</a> one psychic power during that phase without that psychic action failing.|",,,,,,,,,,,,
CD|Chaos Daemons|Tzeentch Warlord Traits|2|INCORPOREAL FORM|This daemon’s body flickers constantly in and out of reality," making it difficult for adversaries to land a telling blow against it.|Each time an attack is made against this <span class=""kwb"">WARLORD</span>"," subtract 1 from that attack’s <a href=""/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll"">wound roll</a>.|",,,,,,,,,,,
"CD|Chaos Daemons|Tzeentch Warlord Traits|1|BORN OF SORCERY|Tapping into the infinite power of the warp comes as easily to this daemon as breathing air does to a mortal.|Add 1 to <a href=""/wh40k9ed/the-rules/core-rules/#Psychic-Tests"">Psychic tests</a> taken for this <span class=""kwb"">WARLORD</span>.|",,,,,,,,,,,,,
"CD|Chaos Daemons|Nurgle Warlord Traits|6|PESTILENT MIASMA|Those who venture too close to this daemon find their injuries blackening in seconds and their infected flesh swiftly turning to rancid soup.|At the start of the <a href=""/wh40k9ed/the-rules/core-rules/#FIGHT-PHASE"">Fight phase</a>"," roll one D6 for each enemy unit within <a href=""/wh40k9ed/the-rules/core-rules/#Engagement-Range"">Engagement Range</a> of this <span class=""kwb"">WARLORD</span>:<br><ul><li>On a 2-5"," that enemy unit suffers 1 <a href=""/wh40k9ed/the-rules/core-rules/#Mortal-Wounds"">mortal wound</a>.</li><li>On a 6", that enemy unit suffers D3 mortal wounds.</li></ul>|,,,,,,,,,,
"CD|Chaos Daemons|Nurgle Warlord Traits|5|OVERFLOWING FECUNDITY|This daemon’s hurts are swiftly unmade amidst swift-clotting filth and rotten regrowth.|Each time an attack is made against this <span class=""kwb"">WARLORD</span>"," an unmodified <a href=""/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll"">wound roll</a> of 1-3 for that attack automatically fails", irrespective of any abilities that the weapon or the model making the attack may have.|,,,,,,,,,,,
CD|Chaos Daemons|Nurgle Warlord Traits|4|PLAGUE FLY HIVE (AURA)|This daemon’s hole-riddled hide supports a colony of plague flies that crawl busily in and out of its flesh," and swarm forth to bedevil the foe.|While an enemy unit is within 6"" of this <span class=""kwb"">WARLORD</span>:<br><ul><li>Each time a model in that unit makes a melee attack"," subtract 1 from that attack’s <a href=""/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll"">hit roll</a>.</li><li>That unit cannot start to <a href=""/wh40k9ed/the-rules/core-rules/#Performing-Actions"">perform any actions</a>.</li></ul>|",,,,,,,,,,,
"CD|Chaos Daemons|Nurgle Warlord Traits|3|VIRULENT TOUCH|So saturated with noxious toxins and poisons is this daemon that its merest touch causes its victims to erupt into spreading masses of buboes and sores that burst and redouble until their bodies collapse under the repugnant strain.|Each time this <span class=""kwb"">WARLORD</span> makes a melee attack (excluding attacks made against <span class=""kwb"">TITANIC</span> units)", if a hit is scored, that attack automatically wounds the target.|,,,,,,,,,,,
CD|Chaos Daemons|Nurgle Warlord Traits|2|ACIDIC ICHOR|Those that pierce this daemon’s straining flesh are sprayed with sizzling bile that melts through armour," flesh and bone.|Each time this <span class=""kwb"">WARLORD</span> loses a wound as a result of a melee attack made by an enemy unit", after the attacking model’s unit has finished making its attacks, roll one D6: on a 4+," that enemy unit suffers 1 <a href=""/wh40k9ed/the-rules/core-rules/#Mortal-Wounds"">mortal wound</a>. Each unit can only suffer a maximum of 6 mortal wounds per phase as a result of this ability.|",,,,,,,,,
CD|Chaos Daemons|Nurgle Warlord Traits|1|HEAVING MASS|Saturated with corruption and fatted upon a diet of mortal souls," this daemon’s swollen frame seethes with unclean vitality.|Add 2 to this <span class=""kwb"">WARLORD</span>’s Wounds characteristic.|",,,,,,,,,,,,
CD|Chaos Daemons|Slaanesh Warlord Traits|6|AURA OF BEWITCHMENT (AURA)|Even the most disciplined warriors succumb to this daemon’s beguilements," all thoughts lost in a haze of hallucinatory desire.|While an enemy unit is within 6"" of this <span class=""kwb"">WARLORD</span>"," that unit cannot <a href=""/wh40k9ed/the-rules/core-rules/#Performing-Actions"">perform actions</a>. If that unit is performing an action when it comes into range of this ability", it immediately fails.|,,,,,,,,,,
CD|Chaos Daemons|Slaanesh Warlord Traits|5|SAVAGE HEDONIST|This daemon is a glutton for violence, striking ever harder to maintain the thrill of combat.|At the start of each battle round," add 1 to this <span class=""kwb"">WARLORD</span>’s Strength characteristic (to a maximum of +3).|",,,,,,,,,,,
CD|Chaos Daemons|Slaanesh Warlord Traits|4|QUICKSILVER DUELLIST|A corporeal embodiment of arrogance," this daemon redoubles its efforts when humbling an enemy champion.|Each time this <span class=""kwb"">WARLORD</span> makes a melee attack:<br><ul><li>You can re-roll the <a href=""/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll"">hit roll</a>.</li><li>If that attack is made against an enemy <a href=""/wh40k9ed/the-rules/core-rules/#Characters""><span class=""kwb"">CHARACTER</span></a> model"," you can re-roll the <a href=""/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll"">wound roll</a>.</li></ul>|",,,,,,,,,,,
CD|Chaos Daemons|Slaanesh Warlord Traits|3|THE MURDERDANCE|A performer in the maniacal dance of death," this daemon hacks and cavorts its way through the enemy ranks without ever missing a step.|Each time this <span class=""kwb"">WARLORD</span> fights"," if it made a <a href=""/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit"">charge move</a> this turn", then until that fight is resolved, add D3 to its Attacks characteristic.|,,,,,,,,,
CD|Chaos Daemons|Slaanesh Warlord Traits|2|FATAL CARESS|With a swift flick of a blade or razor-sharp claw," this daemon can inflict agonising pleasures that drive the1 victim instantly insane.|Each time this <span class=""kwb"">WARLORD</span> makes a melee attack"," on an unmodified successful <a href=""/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll"">wound roll</a> of 5+"," <a href=""/wh40k9ed/the-rules/core-rules/#Invulnerable-Saves"">invulnerable saving throws</a> cannot be made against that attack.|",,,,,,,,,,
CD|Chaos Daemons|Slaanesh Warlord Traits|1|WARP MISTS|The stuff of the warp clings to this daemon’s form, swirling around it like iridescent silks.|At the end of each battle round," if this <span class=""kwb"">WARLORD</span> is on the battlefield"," you can retain up to 2 unspent <a href=""/wh40k9ed/factions/chaos-daemons/#Warp-Storm-Effects"">Warp Storm points</a>.|",,,,,,,,,,
LoV|Leagues of Votann|Warlord Traits|6|GRIM DEMEANOUR (AURA)|This warlord’s grim countenance is legendary, and they are rumoured to have never smiled. Such a demeanour is, of course, an outward sign of how seriously this warlord undertakes their solemn tasks," and under their stern gaze no Kin will be found wanting.|While a friendly <span class=""tooltip01301"" data-tooltip-content=""#tooltip_content01301"" data-tooltip-anchor=""#tooltip_content01301""><span class=""kwb2"">&lt;<span class=""kwb3"">L</span>EAGUE&gt;</span> <span class=""kwb"">CORE</span></span> unit is within 6"" of this <span class=""kwb"">WARLORD</span>:<br><ul><li>That unit can ignore any or all <a href=""/wh40k9ed/the-rules/core-rules/#Modifying-Characteristics"">modifiers</a> to its Leadership characteristic.</li><li>Each time a <a href=""/wh40k9ed/the-rules/core-rules/#Combat-Attrition-Tests"">Combat Attrition test</a> is taken for that unit", you can ignore any or all modifiers.</li></ul>|,,,,,,,,
LoV|Leagues of Votann|Warlord Traits|5|UNRELENTING TOIL (AURA)|This warlord is a tireless exemplar. They inspire similar dedication in their warriors," who redouble their efforts in this warlord's presence.|While a friendly <span class=""tooltip01301"" data-tooltip-content=""#tooltip_content01301"" data-tooltip-anchor=""#tooltip_content01301""><span class=""kwb2"">&lt;<span class=""kwb3"">L</span>EAGUE&gt;</span> <span class=""kwb"">CORE</span></span> unit that is <a href=""/wh40k9ed/the-rules/core-rules/#Performing-Actions"">performing an action</a> is within 6"" of this <span class=""kwb"">WARLORD</span>", that unit can shoot without that action failing.|,,,,,,,,,,,
